Date_of_Journey,Airline,Source,Destination,Product,Customer,Booking
2021-06-28,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,61.88197242361067
2021-06-29,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,62.1514906793977
2021-06-30,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,59.018176399186245
2021-07-01,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,61.63316354591866
2021-07-02,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,60.84617427866741
2021-07-03,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,61.4913300805155
2021-07-04,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,61.068736242049646
2021-07-05,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,61.915006888681674
2021-07-06,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,62.18452514446479
2021-07-07,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,59.05121085732654
2021-07-08,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,61.6661979971297
2021-07-09,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,60.87920872294354
2021-07-10,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,61.52436451785561
2021-07-11,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,61.10177067246217
2021-07-12,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,61.948041312166715
2021-07-13,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,62.21755956101976
2021-07-14,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,59.084245273882985
2021-07-15,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,61.699232413680726
2021-07-16,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,60.91224313950363
2021-07-17,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,61.55739893441497
2021-07-18,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,61.134805089026834
2021-07-19,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,61.98085522230871
2021-07-20,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,62.25015296474967
2021-07-21,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,59.11661817120698
2021-07-22,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,61.73138480459736
2021-07-23,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,60.9441750240052
2021-07-24,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,61.58911031250752
2021-07-25,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,61.16629596070217
2021-07-26,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,62.012346093998545
2021-07-27,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,62.28164383643864
2021-07-28,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,59.14810904289261
2021-07-29,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,61.76287567628157
2021-07-30,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,60.9756658956904
2021-07-31,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,61.62007110464641
2021-08-01,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,61.196726673301846
2021-08-02,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,62.04224672704451
2021-08-03,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,62.311014389943736
2021-08-04,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,59.17694951685622
2021-08-05,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,61.79118607070651
2021-08-06,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,61.0034462105708
2021-08-07,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,61.64785141952394
2021-08-08,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,61.22450698817667
2021-08-09,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,62.070027041929436
2021-08-10,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,62.33879470483032
2021-08-11,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,59.20472959836525
2021-08-12,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,61.818965918843446
2021-08-13,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,61.03122582533608
2021-08-14,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,61.67563080092077
2021-08-15,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,61.252286136202684
2021-08-16,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,62.09780595658411
2021-08-17,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,62.366573386107596
2021-08-18,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,59.23250827964401
2021-08-19,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,61.84674460012182
2021-08-20,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,61.05900450661054
2021-08-21,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,61.70340948219325
2021-08-22,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,61.28006481747554
2021-08-23,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,62.125584638634216
2021-08-24,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,62.39435206894557
2021-08-25,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,59.2602869632638
2021-08-26,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,61.87452328451552
2021-08-27,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,61.08678319178674
2021-08-28,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,61.73118816815703
2021-08-29,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,61.307843504217885
2021-08-30,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,62.153363325379615
2021-08-31,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,62.422130755680456
2021-09-01,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,59.28806565000078
2021-09-02,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,61.902301971257366
2021-09-03,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,61.11456187536738
2021-09-04,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,61.75896684856659
2021-09-05,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,61.3356221814676
2021-09-06,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,62.18114199945961
2021-09-07,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,62.449909426603924
2021-09-08,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,59.315844317756685
2021-09-09,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,61.93008063584764
2021-09-10,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,61.142340539954766
2021-09-11,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,61.78674551316427
2021-09-12,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,61.363400846060436
2021-09-13,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,62.208920664055505
2021-09-14,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,62.47768809119665
2021-09-15,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,59.34362298031783
2021-09-16,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,61.95785929638311
2021-09-17,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,61.170119198460704
2021-09-18,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,61.814524169632875
2021-09-19,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,61.39117950050403
2021-09-20,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,62.23669931646755
2021-09-21,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,62.50546674158294
2021-09-22,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,59.37140163071044
2021-09-23,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,61.985637946775334
2021-09-24,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,61.19789784885298
2021-09-25,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,61.84230282002841
2021-09-26,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,61.41895815090485
2021-09-27,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,62.26447797636326
2021-09-28,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,62.533245410971865
2021-09-29,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,59.399180309597625
2021-09-30,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,62.0134166351642
2021-10-01,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,61.225676546739784
2021-10-02,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,61.870081527417355
2021-10-03,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,61.44673686777947
2021-10-04,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,62.292256693245776
2021-10-05,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,62.561024127855305
2021-10-06,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,59.42695902648255
2021-10-07,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,62.04119535204771
2021-10-08,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,61.25345526489279
2021-10-09,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,61.89786024683794
2021-10-10,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,61.47451558848304
2021-10-11,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,62.32003541521635
2021-10-12,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,62.58880285110122
2021-10-13,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,59.45473775099822
2021-10-14,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,62.068974077834675
2021-10-15,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,61.28123399068883
2021-10-16,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,61.925638972633266
2021-10-17,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,61.50229431426952
2021-10-18,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,62.34781414100634
2021-10-19,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,62.616581576894646
2021-10-20,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,59.482516466853575
2021-10-21,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,62.09675278375263
2021-10-22,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,61.30901268666584
2021-10-23,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,61.95341765867435
2021-10-24,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,61.530072990385
2021-10-25,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,62.37559280718078
2021-10-26,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,62.6443602331312
2021-10-27,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,59.51029512308679
2021-10-28,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,62.12453143998546
2021-10-29,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,61.336791342898735
2021-10-30,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,61.98119631490742
2021-10-31,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,61.55785164661231
2021-11-01,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,62.40337146340499
2021-11-02,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,62.67213888935811
2021-11-03,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,59.538073779317884
2021-11-04,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,62.152310096212226
2021-11-05,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,61.36456999912765
2021-11-06,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,62.008974971137434
2021-11-07,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,61.585630302839625
2021-11-08,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,62.43115011964241
2021-11-09,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,62.69991754558985
2021-11-10,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,59.565852435551115
2021-11-11,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,62.180088752446096
2021-11-12,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,61.39234865536452
2021-11-13,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,62.036753627373585
2021-11-14,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,61.61340895907667
2021-11-15,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,62.45892877587129
2021-11-16,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,62.72769620182157
2021-11-17,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,59.59363109178222
2021-11-18,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,62.20786740867789
2021-11-19,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,61.42012731159344
2021-11-20,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,62.064532283603604
2021-11-21,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,61.64118761530398
2021-11-22,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,62.4867074321087
2021-11-23,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,62.75547485805331
2021-11-24,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,59.621409748015424
2021-11-25,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,62.23564606491177
2021-11-26,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,61.44790596782622
2021-11-27,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,62.092310939833624
2021-11-28,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,61.66896627153836
2021-11-29,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,62.51448608833292
2021-11-30,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,62.783253514280226
2021-12-01,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,59.649188404246544
2021-12-02,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,62.26342472114564
2021-12-03,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,61.47568462405911
2021-12-04,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,62.12008959606365
2021-12-05,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,61.69674492777273
2021-12-06,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,62.542264744570346
2021-12-07,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,62.81103217052412
2021-12-08,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,59.67696706047976
2021-12-09,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,62.29120337737847
2021-12-10,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,61.50346328029201
2021-12-11,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,62.14786825230284
2021-12-12,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,61.72452358400271
2021-12-13,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,62.570043400807755
2021-12-14,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,62.83881082675103
2021-12-15,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,59.70474571671087
2021-12-16,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,62.31898203361131
2021-12-17,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,61.53124193652093
2021-12-18,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,62.17564690852674
2021-12-19,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,61.75230224023002
2021-12-20,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,62.597822057031976
2021-12-21,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,62.86658948298277
2021-12-22,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,59.73252437294197
2021-12-23,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,62.34676068983807
2021-12-24,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,61.5590205927578
2021-12-25,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,62.20342556476289
2021-12-26,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,61.7800808964644
2021-12-27,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,62.6256007132694
2021-12-28,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,62.89436813921701
2021-12-29,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,59.76030302917307
2021-12-30,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,62.37453934607194
2021-12-31,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,61.586799248986715
2022-01-01,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,62.2312042209929
2022-01-02,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,61.807859552698766
2022-01-03,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,62.653379369498275
2022-01-04,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,62.92214679545358
2022-01-05,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,59.78808168540629
2022-01-06,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,62.402318002303744
2022-01-07,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,61.61457790521563
2022-01-08,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,62.258982877225975
2022-01-09,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,61.83563820893314
2022-01-10,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,62.6811580257291
2022-01-11,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,62.949925451680485
2022-01-12,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,59.81586034163738
2022-01-13,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,62.430096658537614
2022-01-14,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,61.642356561448416
2022-01-15,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,62.286761533455994
2022-01-16,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,61.86341686516045
2022-01-17,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,62.70893668195992
2022-01-18,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,62.977704107907385
2022-01-19,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,59.84363899787061
2022-01-20,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,62.45787531477045
2022-01-21,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,61.67013521768131
2022-01-22,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,62.31454018969214
2022-01-23,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,61.89119552140188
2022-01-24,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,62.73671533819539
2022-01-25,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,63.005482764143956
2022-01-26,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,59.87141765410172
2022-01-27,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,62.48565397100329
2022-01-28,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,61.6979138739142
2022-01-29,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,62.34231884592828
2022-01-30,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,61.91897417762481
2022-01-31,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,62.76449399442621
2022-02-01,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,63.03326142037086
2022-02-02,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,59.89919631033492
2022-02-03,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,62.51343262723612
2022-02-04,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,61.725692530143014
2022-02-05,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,62.370097502152184
2022-02-06,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,61.946752833859186
2022-02-07,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,62.79227265065703
2022-02-08,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,63.06104007660259
2022-02-09,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,59.926974966563925
2022-02-10,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,62.541211283463916
2022-02-11,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,61.75347118637988
2022-02-12,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,62.39787615838833
2022-02-13,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,61.974531490093554
2022-02-14,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,62.82005130688784
2022-02-15,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,63.088818732841666
2022-02-16,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,59.95475362279714
2022-02-17,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,62.568989939696756
2022-02-18,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,61.7812498426088
2022-02-19,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,62.42565481461834
2022-02-20,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,62.00231014632793
2022-02-21,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,62.847829963125264
2022-02-22,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,63.11659738907341
2022-02-23,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,59.98253227903034
2022-02-24,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,62.59676859592959
2022-02-25,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,61.80902849884169
2022-02-26,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,62.45343347085142
2022-02-27,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,62.03008880255085
2022-02-28,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,62.87560861934949
2022-03-01,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,63.144376045300305
2022-03-02,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,60.01031093525935
2022-03-03,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,62.62454725215635
2022-03-04,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,61.83680715507459
2022-03-05,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,62.481212127081434
2022-03-06,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,62.05786745877816
2022-03-07,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,62.903387275586894
2022-03-08,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,63.172154701532044
2022-03-09,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,60.038089591494675
2022-03-10,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,62.652325908390225
2022-03-11,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,61.86458581130748
2022-03-12,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,62.50899078331758
2022-03-13,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,62.0856461150196
2022-03-14,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,62.931165931815784
2022-03-15,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,63.19993335776378
2022-03-16,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,60.065868247725774
2022-03-17,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,62.68010456462202
2022-03-18,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,61.892364467536396
2022-03-19,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,62.53676943954148
2022-03-20,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,62.11342477124691
2022-03-21,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,62.958944588046606
2022-03-22,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,63.22771201399551
2022-03-23,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,60.093646903958984
2022-03-24,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,62.70788322085589
2022-03-25,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,61.920143123769186
2022-03-26,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,62.56454809578067
2022-03-27,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,62.14120342748128
2022-03-28,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,62.986723244277414
2022-03-29,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,63.25549067022242
2022-03-30,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,60.12142556019011
2022-03-31,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,62.73566187708977
2022-04-01,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,61.947921780002076
2022-04-02,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,62.59232675201069
2022-04-03,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,62.168982083715655
2022-04-04,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,63.01450190051484
2022-04-05,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,63.28326932646633
2022-04-06,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,60.14920421642331
2022-04-07,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,62.763440533321564
2022-04-08,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,61.975700436234966
2022-04-09,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,62.62010540824072
2022-04-10,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,62.19676073994564
2022-04-11,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,63.04228055675226
2022-04-12,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,63.311047982693225
2022-04-13,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,60.17698287265442
2022-04-14,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,62.791219189555434
2022-04-15,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,62.00347909246389
2022-04-16,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,62.64788406447074
2022-04-17,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,62.22453939617295
2022-04-18,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,63.07005921297648
2022-04-19,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,63.338826638924964
2022-04-20,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,60.20476152888553
2022-04-21,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,62.8189978457822
2022-04-22,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,62.03125774870065
2022-04-23,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,62.675662720706875
2022-04-24,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,62.25231805241439
2022-04-25,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,63.09783786921389
2022-04-26,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,63.36660529516405
2022-04-27,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,60.232540185116626
2022-04-28,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,62.84677650201607
2022-04-29,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,62.059036404929564
2022-04-30,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,62.7034413769369
2022-05-01,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,62.28009670864169
2022-05-02,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,63.12561652544277
2022-05-03,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,63.394383951395774
