Date_of_Journey,Airline,Source,Destination,Product,Customer,Booking
2022-07-22,FlyDubai,Chennai,Dubai,Business,Frequent Flyer,31.48851076080083
2022-07-23,FlyDubai,Chennai,Dubai,Business,Frequent Flyer,32.05641278879366
2022-07-24,FlyDubai,Chennai,Dubai,Business,Frequent Flyer,30.258567967169768
2022-07-25,FlyDubai,Chennai,Dubai,Business,Frequent Flyer,30.97391902390915
2022-07-26,FlyDubai,Chennai,Dubai,Business,Frequent Flyer,30.316670181169098
2022-07-27,FlyDubai,Chennai,Dubai,Business,Frequent Flyer,32.86859801360718
2022-07-28,FlyDubai,Chennai,Dubai,Business,Frequent Flyer,31.22536770585488
2022-07-29,FlyDubai,Chennai,Dubai,Business,Frequent Flyer,31.42495881864558
2022-07-30,FlyDubai,Chennai,Dubai,Business,Frequent Flyer,31.99286084663457
2022-07-31,FlyDubai,Chennai,Dubai,Business,Frequent Flyer,30.19501602500756
2022-08-01,FlyDubai,Chennai,Dubai,Business,Frequent Flyer,30.91036708174758
2022-08-02,FlyDubai,Chennai,Dubai,Business,Frequent Flyer,30.25311823901121
2022-08-03,FlyDubai,Chennai,Dubai,Business,Frequent Flyer,32.80504607144979
2022-08-04,FlyDubai,Chennai,Dubai,Business,Frequent Flyer,31.161815763700794
2022-08-05,FlyDubai,Chennai,Dubai,Business,Frequent Flyer,31.361406876484022
2022-08-06,FlyDubai,Chennai,Dubai,Business,Frequent Flyer,31.929308904475477
2022-08-07,FlyDubai,Chennai,Dubai,Business,Frequent Flyer,30.13146408285042
2022-08-08,FlyDubai,Chennai,Dubai,Business,Frequent Flyer,30.846815139589474
2022-08-09,FlyDubai,Chennai,Dubai,Business,Frequent Flyer,30.189566296851176
2022-08-10,FlyDubai,Chennai,Dubai,Business,Frequent Flyer,32.741494129285066
2022-08-11,FlyDubai,Chennai,Dubai,Business,Frequent Flyer,31.09826382153564
2022-08-12,FlyDubai,Chennai,Dubai,Business,Frequent Flyer,31.297854934327606
2022-08-13,FlyDubai,Chennai,Dubai,Business,Frequent Flyer,31.865756962316386
2022-08-14,FlyDubai,Chennai,Dubai,Business,Frequent Flyer,30.06791214069241
2022-08-15,FlyDubai,Chennai,Dubai,Business,Frequent Flyer,30.783263197427907
2022-08-16,FlyDubai,Chennai,Dubai,Business,Frequent Flyer,30.126014354692217
2022-08-17,FlyDubai,Chennai,Dubai,Business,Frequent Flyer,32.67794218712767
2022-08-18,FlyDubai,Chennai,Dubai,Business,Frequent Flyer,31.034711879379024
2022-08-19,FlyDubai,Chennai,Dubai,Business,Frequent Flyer,31.23430299215974
2022-08-20,FlyDubai,Chennai,Dubai,Business,Frequent Flyer,31.80220502015147
2022-08-21,FlyDubai,Chennai,Dubai,Business,Frequent Flyer,30.004360198526005
2022-08-22,FlyDubai,Chennai,Dubai,Business,Frequent Flyer,30.719711255265782
2022-08-23,FlyDubai,Chennai,Dubai,Business,Frequent Flyer,30.062462412527037
2022-08-24,FlyDubai,Chennai,Dubai,Business,Frequent Flyer,32.61439024496661
2022-08-25,FlyDubai,Chennai,Dubai,Business,Frequent Flyer,30.971159937219404
2022-08-26,FlyDubai,Chennai,Dubai,Business,Frequent Flyer,31.170751050004494
2022-08-27,FlyDubai,Chennai,Dubai,Business,Frequent Flyer,31.73865307799821
2022-08-28,FlyDubai,Chennai,Dubai,Business,Frequent Flyer,29.94080825636799
2022-08-29,FlyDubai,Chennai,Dubai,Business,Frequent Flyer,30.656159313105945
2022-08-30,FlyDubai,Chennai,Dubai,Business,Frequent Flyer,29.99891047036808
2022-08-31,FlyDubai,Chennai,Dubai,Business,Frequent Flyer,32.55083830280921
2022-09-01,FlyDubai,Chennai,Dubai,Business,Frequent Flyer,30.907607995059795
2022-09-02,FlyDubai,Chennai,Dubai,Business,Frequent Flyer,31.107199107849244
2022-09-03,FlyDubai,Chennai,Dubai,Business,Frequent Flyer,31.675101135833753
2022-09-04,FlyDubai,Chennai,Dubai,Business,Frequent Flyer,29.87725631420578
2022-09-05,FlyDubai,Chennai,Dubai,Business,Frequent Flyer,30.59260737094611
2022-09-06,FlyDubai,Chennai,Dubai,Business,Frequent Flyer,29.93535852820805
2022-09-07,FlyDubai,Chennai,Dubai,Business,Frequent Flyer,32.48728636064448
2022-09-08,FlyDubai,Chennai,Dubai,Business,Frequent Flyer,30.844056052897642
2022-09-09,FlyDubai,Chennai,Dubai,Business,Frequent Flyer,31.04364716568138
2022-09-10,FlyDubai,Chennai,Dubai,Business,Frequent Flyer,31.611549193674662
2022-09-11,FlyDubai,Chennai,Dubai,Business,Frequent Flyer,29.813704372043578
2022-09-12,FlyDubai,Chennai,Dubai,Business,Frequent Flyer,30.529055428786272
2022-09-13,FlyDubai,Chennai,Dubai,Business,Frequent Flyer,29.871806586050162
2022-09-14,FlyDubai,Chennai,Dubai,Business,Frequent Flyer,32.423734418486504
2022-09-15,FlyDubai,Chennai,Dubai,Business,Frequent Flyer,30.780504110738022
2022-09-16,FlyDubai,Chennai,Dubai,Business,Frequent Flyer,30.98009522352614
2022-09-17,FlyDubai,Chennai,Dubai,Business,Frequent Flyer,31.54799725150974
2022-09-18,FlyDubai,Chennai,Dubai,Business,Frequent Flyer,29.750152429886437
2022-09-19,FlyDubai,Chennai,Dubai,Business,Frequent Flyer,30.465503486624144
2022-09-20,FlyDubai,Chennai,Dubai,Business,Frequent Flyer,29.80825464389013
2022-09-21,FlyDubai,Chennai,Dubai,Business,Frequent Flyer,32.36018247632544
2022-09-22,FlyDubai,Chennai,Dubai,Business,Frequent Flyer,30.716952168578405
2022-09-23,FlyDubai,Chennai,Dubai,Business,Frequent Flyer,30.916543281364582
2022-09-24,FlyDubai,Chennai,Dubai,Business,Frequent Flyer,31.48444530935648
2022-09-25,FlyDubai,Chennai,Dubai,Business,Frequent Flyer,29.686600487728423
2022-09-26,FlyDubai,Chennai,Dubai,Business,Frequent Flyer,30.401951544466044
2022-09-27,FlyDubai,Chennai,Dubai,Business,Frequent Flyer,29.7447027017301
2022-09-28,FlyDubai,Chennai,Dubai,Business,Frequent Flyer,32.296630534164386
2022-09-29,FlyDubai,Chennai,Dubai,Business,Frequent Flyer,30.653400226418785
2022-09-30,FlyDubai,Chennai,Dubai,Business,Frequent Flyer,30.85299133920185
2022-10-01,FlyDubai,Chennai,Dubai,Business,Frequent Flyer,31.42089336719156
2022-10-02,FlyDubai,Chennai,Dubai,Business,Frequent Flyer,29.623048545562018
2022-10-03,FlyDubai,Chennai,Dubai,Business,Frequent Flyer,30.338399602304474
2022-10-04,FlyDubai,Chennai,Dubai,Business,Frequent Flyer,29.68115075957114
2022-10-05,FlyDubai,Chennai,Dubai,Business,Frequent Flyer,32.233078592002734
2022-10-06,FlyDubai,Chennai,Dubai,Business,Frequent Flyer,30.589848284253634
2022-10-07,FlyDubai,Chennai,Dubai,Business,Frequent Flyer,30.789439397040294
2022-10-08,FlyDubai,Chennai,Dubai,Business,Frequent Flyer,31.357341425026643
2022-10-09,FlyDubai,Chennai,Dubai,Business,Frequent Flyer,29.559496603404003
2022-10-10,FlyDubai,Chennai,Dubai,Business,Frequent Flyer,30.274847660144633
2022-10-11,FlyDubai,Chennai,Dubai,Business,Frequent Flyer,29.61759881740596
2022-10-12,FlyDubai,Chennai,Dubai,Business,Frequent Flyer,32.169526649845345
2022-10-13,FlyDubai,Chennai,Dubai,Business,Frequent Flyer,30.526296342099553
2022-10-14,FlyDubai,Chennai,Dubai,Business,Frequent Flyer,30.725887454885044
2022-10-15,FlyDubai,Chennai,Dubai,Business,Frequent Flyer,31.293789482873848
2022-10-16,FlyDubai,Chennai,Dubai,Business,Frequent Flyer,29.495944661246863
2022-10-17,FlyDubai,Chennai,Dubai,Business,Frequent Flyer,30.211295717984797
2022-10-18,FlyDubai,Chennai,Dubai,Business,Frequent Flyer,29.554046875246996
2022-10-19,FlyDubai,Chennai,Dubai,Business,Frequent Flyer,32.10597470768061
2022-10-20,FlyDubai,Chennai,Dubai,Business,Frequent Flyer,30.462744399934397
2022-10-21,FlyDubai,Chennai,Dubai,Business,Frequent Flyer,30.662335512723487
2022-10-22,FlyDubai,Chennai,Dubai,Business,Frequent Flyer,31.230237540708927
2022-10-23,FlyDubai,Chennai,Dubai,Business,Frequent Flyer,29.43239271908886
2022-10-24,FlyDubai,Chennai,Dubai,Business,Frequent Flyer,30.147743775824956
2022-10-25,FlyDubai,Chennai,Dubai,Business,Frequent Flyer,29.49049493308697
2022-10-26,FlyDubai,Chennai,Dubai,Business,Frequent Flyer,32.04242276552322
2022-10-27,FlyDubai,Chennai,Dubai,Business,Frequent Flyer,30.399192457777787
2022-10-28,FlyDubai,Chennai,Dubai,Business,Frequent Flyer,30.598783570561935
2022-10-29,FlyDubai,Chennai,Dubai,Business,Frequent Flyer,31.166685598549837
2022-10-30,FlyDubai,Chennai,Dubai,Business,Frequent Flyer,29.36884077692245
2022-10-31,FlyDubai,Chennai,Dubai,Business,Frequent Flyer,30.084191833663386
2022-11-01,FlyDubai,Chennai,Dubai,Business,Frequent Flyer,29.426942990922864
2022-11-02,FlyDubai,Chennai,Dubai,Business,Frequent Flyer,31.978870823365828
2022-11-03,FlyDubai,Chennai,Dubai,Business,Frequent Flyer,30.335640515618167
2022-11-04,FlyDubai,Chennai,Dubai,Business,Frequent Flyer,30.535231628400382
2022-11-05,FlyDubai,Chennai,Dubai,Business,Frequent Flyer,31.103133656390746
2022-11-06,FlyDubai,Chennai,Dubai,Business,Frequent Flyer,29.30528883476444
2022-11-07,FlyDubai,Chennai,Dubai,Business,Frequent Flyer,30.02063989150299
2022-11-08,FlyDubai,Chennai,Dubai,Business,Frequent Flyer,29.36339104876283
2022-11-09,FlyDubai,Chennai,Dubai,Business,Frequent Flyer,31.91531888120477
2022-11-10,FlyDubai,Chennai,Dubai,Business,Frequent Flyer,30.272088573458547
2022-11-11,FlyDubai,Chennai,Dubai,Business,Frequent Flyer,30.471679686245135
2022-11-12,FlyDubai,Chennai,Dubai,Business,Frequent Flyer,31.03958171423212
2022-11-13,FlyDubai,Chennai,Dubai,Business,Frequent Flyer,29.241736892606426
2022-11-14,FlyDubai,Chennai,Dubai,Business,Frequent Flyer,29.95708794934316
2022-11-15,FlyDubai,Chennai,Dubai,Business,Frequent Flyer,29.29983910660387
2022-11-16,FlyDubai,Chennai,Dubai,Business,Frequent Flyer,31.851766939043706
2022-11-17,FlyDubai,Chennai,Dubai,Business,Frequent Flyer,30.20853663129339
2022-11-18,FlyDubai,Chennai,Dubai,Business,Frequent Flyer,30.408127744076097
2022-11-19,FlyDubai,Chennai,Dubai,Business,Frequent Flyer,30.976029772067204
2022-11-20,FlyDubai,Chennai,Dubai,Business,Frequent Flyer,29.17818495044002
2022-11-21,FlyDubai,Chennai,Dubai,Business,Frequent Flyer,29.89353600718332
2022-11-22,FlyDubai,Chennai,Dubai,Business,Frequent Flyer,29.236287164444917
2022-11-23,FlyDubai,Chennai,Dubai,Business,Frequent Flyer,31.788214996882058
2022-11-24,FlyDubai,Chennai,Dubai,Business,Frequent Flyer,30.14498468912824
2022-11-25,FlyDubai,Chennai,Dubai,Business,Frequent Flyer,30.344575801920847
2022-11-26,FlyDubai,Chennai,Dubai,Business,Frequent Flyer,30.912477829908113
2022-11-27,FlyDubai,Chennai,Dubai,Business,Frequent Flyer,29.11463300828201
2022-11-28,FlyDubai,Chennai,Dubai,Business,Frequent Flyer,29.829984065021193
2022-11-29,FlyDubai,Chennai,Dubai,Business,Frequent Flyer,29.172735222285958
2022-11-30,FlyDubai,Chennai,Dubai,Business,Frequent Flyer,31.72466305472466
2022-12-01,FlyDubai,Chennai,Dubai,Business,Frequent Flyer,30.08143274697416
2022-12-02,FlyDubai,Chennai,Dubai,Business,Frequent Flyer,30.28102385975929
2022-12-03,FlyDubai,Chennai,Dubai,Business,Frequent Flyer,30.84892588774902
2022-12-04,FlyDubai,Chennai,Dubai,Business,Frequent Flyer,29.05108106612487
2022-12-05,FlyDubai,Chennai,Dubai,Business,Frequent Flyer,29.766432122863087
2022-12-06,FlyDubai,Chennai,Dubai,Business,Frequent Flyer,29.109183280125922
2022-12-07,FlyDubai,Chennai,Dubai,Business,Frequent Flyer,31.66111111255993
2022-12-08,FlyDubai,Chennai,Dubai,Business,Frequent Flyer,30.017880804809003
2022-12-09,FlyDubai,Chennai,Dubai,Business,Frequent Flyer,30.217471917596566
2022-12-10,FlyDubai,Chennai,Dubai,Business,Frequent Flyer,30.78537394558993
2022-12-11,FlyDubai,Chennai,Dubai,Business,Frequent Flyer,28.987529123962663
2022-12-12,FlyDubai,Chennai,Dubai,Business,Frequent Flyer,29.702880180701516
2022-12-13,FlyDubai,Chennai,Dubai,Business,Frequent Flyer,29.045631337966963
2022-12-14,FlyDubai,Chennai,Dubai,Business,Frequent Flyer,31.597559170402537
2022-12-15,FlyDubai,Chennai,Dubai,Business,Frequent Flyer,29.95432886265239
2022-12-16,FlyDubai,Chennai,Dubai,Business,Frequent Flyer,30.15391997543501
2022-12-17,FlyDubai,Chennai,Dubai,Business,Frequent Flyer,30.72182200342501
2022-12-18,FlyDubai,Chennai,Dubai,Business,Frequent Flyer,28.923977181800453
2022-12-19,FlyDubai,Chennai,Dubai,Business,Frequent Flyer,29.63932823853995
2022-12-20,FlyDubai,Chennai,Dubai,Business,Frequent Flyer,28.982079395801783
2022-12-21,FlyDubai,Chennai,Dubai,Business,Frequent Flyer,31.534007228241475
2022-12-22,FlyDubai,Chennai,Dubai,Business,Frequent Flyer,29.89077692049277
2022-12-23,FlyDubai,Chennai,Dubai,Business,Frequent Flyer,30.090368033279763
2022-12-24,FlyDubai,Chennai,Dubai,Business,Frequent Flyer,30.65827006127175
2022-12-25,FlyDubai,Chennai,Dubai,Business,Frequent Flyer,28.860425239642442
2022-12-26,FlyDubai,Chennai,Dubai,Business,Frequent Flyer,29.575776296381846
2022-12-27,FlyDubai,Chennai,Dubai,Business,Frequent Flyer,28.91852745364282
2022-12-28,FlyDubai,Chennai,Dubai,Business,Frequent Flyer,31.47045528608042
2022-12-29,FlyDubai,Chennai,Dubai,Business,Frequent Flyer,29.827224978333156
2022-12-30,FlyDubai,Chennai,Dubai,Business,Frequent Flyer,30.026816091124513
2022-12-31,FlyDubai,Chennai,Dubai,Business,Frequent Flyer,30.59471811910729
2021-01-01,FlyDubai,Chennai,Dubai,Business,Rare Flyer,27.011442037993067
2021-01-02,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.38449801360649
2021-01-03,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.73087235491986
2021-01-04,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.384948086188974
2021-01-05,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.712090695849323
2021-01-06,FlyDubai,Chennai,Dubai,Business,Rare Flyer,26.289216207630655
2021-01-07,FlyDubai,Chennai,Dubai,Business,Rare Flyer,25.885603541543485
2021-01-08,FlyDubai,Chennai,Dubai,Business,Rare Flyer,27.000865949461712
2021-01-09,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.37392192507576
2021-01-10,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.72029626639346
2021-01-11,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.37437199765849
2021-01-12,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.70151460732325
2021-01-13,FlyDubai,Chennai,Dubai,Business,Rare Flyer,26.278640119097872
2021-01-14,FlyDubai,Chennai,Dubai,Business,Rare Flyer,25.875027451922065
2021-01-15,FlyDubai,Chennai,Dubai,Business,Rare Flyer,26.990289858748792
2021-01-16,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.363345833269882
2021-01-17,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.709720173494123
2021-01-18,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.3637959036702
2021-01-19,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.690938512242187
2021-01-20,FlyDubai,Chennai,Dubai,Business,Rare Flyer,26.268064022933537
2021-01-21,FlyDubai,Chennai,Dubai,Business,Rare Flyer,25.864451355755957
2021-01-22,FlyDubai,Chennai,Dubai,Business,Rare Flyer,26.97971376258604
2021-01-23,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.352769737106495
2021-01-24,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.699144077331542
2021-01-25,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.353219808337688
2021-01-26,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.68036241774458
2021-01-27,FlyDubai,Chennai,Dubai,Business,Rare Flyer,26.25748792925713
2021-01-28,FlyDubai,Chennai,Dubai,Business,Rare Flyer,25.853875262917704
2021-01-29,FlyDubai,Chennai,Dubai,Business,Rare Flyer,26.969137670579546
2021-01-30,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.342193645929264
2021-01-31,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.68856798698815
2021-02-01,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.342643717996953
2021-02-02,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.66978632739916
2021-02-03,FlyDubai,Chennai,Dubai,Business,Rare Flyer,26.246911838920433
2021-02-04,FlyDubai,Chennai,Dubai,Business,Rare Flyer,25.84329917257721
2021-02-05,FlyDubai,Chennai,Dubai,Business,Rare Flyer,26.958561580235944
2021-02-06,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.331617555644364
2021-02-07,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.67799189675664
2021-02-08,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.332067627822976
2021-02-09,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.65921023727855
2021-02-10,FlyDubai,Chennai,Dubai,Business,Rare Flyer,26.23633574885385
2021-02-11,FlyDubai,Chennai,Dubai,Business,Rare Flyer,25.832723082566485
2021-02-12,FlyDubai,Chennai,Dubai,Business,Rare Flyer,26.947985490282488
2021-02-13,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.321041465691025
2021-02-14,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.667415806802364
2021-02-15,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.321491537865974
2021-02-16,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.64863414732471
2021-02-17,FlyDubai,Chennai,Dubai,Business,Rare Flyer,26.22575965889845
2021-02-18,FlyDubai,Chennai,Dubai,Business,Rare Flyer,25.822146991569667
2021-02-19,FlyDubai,Chennai,Dubai,Business,Rare Flyer,26.937409398240803
2021-02-20,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.31046537260611
2021-02-21,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.656839712677204
2021-02-22,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.310915442700452
2021-02-23,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.63805805111042
2021-02-24,FlyDubai,Chennai,Dubai,Business,Rare Flyer,26.215183561643872
2021-02-25,FlyDubai,Chennai,Dubai,Business,Rare Flyer,25.811570894309416
2021-02-26,FlyDubai,Chennai,Dubai,Business,Rare Flyer,26.92683330097984
2021-02-27,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.299889275345773
2021-02-28,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.64626361541138
2021-03-01,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.300339344935715
2021-03-02,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.62748195285107
2021-03-03,FlyDubai,Chennai,Dubai,Business,Rare Flyer,26.204607462883708
2021-03-04,FlyDubai,Chennai,Dubai,Business,Rare Flyer,25.80099479505402
2021-03-05,FlyDubai,Chennai,Dubai,Business,Rare Flyer,26.916257201226657
2021-03-06,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.289313175091863
2021-03-07,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.63568751465986
2021-03-08,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.289763244182303
2021-03-09,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.616905852095435
2021-03-10,FlyDubai,Chennai,Dubai,Business,Rare Flyer,26.194031362130428
2021-03-11,FlyDubai,Chennai,Dubai,Business,Rare Flyer,25.79041869429709
2021-03-12,FlyDubai,Chennai,Dubai,Business,Rare Flyer,26.905681100471405
2021-03-13,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.278737073799014
2021-03-14,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.625111412827284
2021-03-15,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.279187141807327
2021-03-16,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.606329749177714
2021-03-17,FlyDubai,Chennai,Dubai,Business,Rare Flyer,26.183455258670488
2021-03-18,FlyDubai,Chennai,Dubai,Business,Rare Flyer,25.779842590300795
2021-03-19,FlyDubai,Chennai,Dubai,Business,Rare Flyer,26.895104995931984
2021-03-20,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.26816096925741
2021-03-21,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.61453530828755
2021-03-22,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.268611037268766
2021-03-23,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.595753644643572
2021-03-24,FlyDubai,Chennai,Dubai,Business,Rare Flyer,26.172879153541157
2021-03-25,FlyDubai,Chennai,Dubai,Business,Rare Flyer,25.769266484579205
2021-03-26,FlyDubai,Chennai,Dubai,Business,Rare Flyer,26.88452888961541
2021-03-27,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.257584862349084
2021-03-28,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.603959200786623
2021-03-29,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.258034929172023
2021-03-30,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.58517753595245
2021-03-31,FlyDubai,Chennai,Dubai,Business,Rare Flyer,26.162303044853633
2021-04-01,FlyDubai,Chennai,Dubai,Business,Rare Flyer,25.758690375891938
2021-04-02,FlyDubai,Chennai,Dubai,Business,Rare Flyer,26.87395278093339
2021-04-03,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.247008753663614
2021-04-04,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.59338309210022
2021-04-05,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.247458820526465
2021-04-06,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.57460142733726
2021-04-07,FlyDubai,Chennai,Dubai,Business,Rare Flyer,26.151726936268453
2021-04-08,FlyDubai,Chennai,Dubai,Business,Rare Flyer,25.7481142673381
2021-04-09,FlyDubai,Chennai,Dubai,Business,Rare Flyer,26.863376672411864
2021-04-10,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.236432645175014
2021-04-11,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.58280698364804
2021-04-12,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.236882712067022
2021-04-13,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.564025318878517
2021-04-14,FlyDubai,Chennai,Dubai,Business,Rare Flyer,26.141150827814513
2021-04-15,FlyDubai,Chennai,Dubai,Business,Rare Flyer,25.7375381588824
2021-04-16,FlyDubai,Chennai,Dubai,Business,Rare Flyer,26.852800563954933
2021-04-17,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.225856535357558
2021-04-18,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.572230872469778
2021-04-19,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.226306599531
2021-04-20,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.553449204986794
2021-04-21,FlyDubai,Chennai,Dubai,Business,Rare Flyer,26.13057471256629
2021-04-22,FlyDubai,Chennai,Dubai,Business,Rare Flyer,25.726962042273552
2021-04-23,FlyDubai,Chennai,Dubai,Business,Rare Flyer,26.842224445987032
2021-04-24,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.21528041739455
2021-04-25,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.56165475450559
2021-04-26,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.215730481564933
2021-04-27,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.542873087018513
2021-04-28,FlyDubai,Chennai,Dubai,Business,Rare Flyer,26.11999859485914
2021-04-29,FlyDubai,Chennai,Dubai,Business,Rare Flyer,25.71638592482965
2021-04-30,FlyDubai,Chennai,Dubai,Business,Rare Flyer,26.8316483288072
2021-05-01,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.204704300477523
2021-05-02,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.551078637850317
2021-05-03,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.205154365175005
2021-05-04,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.53229697089421
2021-05-05,FlyDubai,Chennai,Dubai,Business,Rare Flyer,26.109422478731894
2021-05-06,FlyDubai,Chennai,Dubai,Business,Rare Flyer,25.705809808702657
2021-05-07,FlyDubai,Chennai,Dubai,Business,Rare Flyer,26.8210722126771
2021-05-08,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.194128184348564
2021-05-09,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.540502521720427
2021-05-10,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.194578248818914
2021-05-11,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.521720854315152
2021-05-12,FlyDubai,Chennai,Dubai,Business,Rare Flyer,26.098846361918746
2021-05-13,FlyDubai,Chennai,Dubai,Business,Rare Flyer,25.69523369166427
2021-05-14,FlyDubai,Chennai,Dubai,Business,Rare Flyer,26.81049609541113
2021-05-15,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.183552066852517
2021-05-16,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.529926403998868
2021-05-17,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.184002131094633
2021-05-18,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.511144736588875
2021-05-19,FlyDubai,Chennai,Dubai,Business,Rare Flyer,26.088270244199975
2021-05-20,FlyDubai,Chennai,Dubai,Business,Rare Flyer,25.684657573943742
2021-05-21,FlyDubai,Chennai,Dubai,Business,Rare Flyer,26.799919977693957
2021-05-22,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.172975949104305
2021-05-23,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.519350286211495
2021-05-24,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.173426013275577
2021-05-25,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.50056861873219
2021-05-26,FlyDubai,Chennai,Dubai,Business,Rare Flyer,26.07769412630126
2021-05-27,FlyDubai,Chennai,Dubai,Business,Rare Flyer,25.674081456012118
2021-05-28,FlyDubai,Chennai,Dubai,Business,Rare Flyer,26.789343859726944
2021-05-29,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.162399831134607
2021-05-30,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.508774168243665
2021-05-31,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.162849895305026
2021-06-01,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.489992500762337
2021-06-02,FlyDubai,Chennai,Dubai,Business,Rare Flyer,26.06711800525985
2021-06-03,FlyDubai,Chennai,Dubai,Business,Rare Flyer,25.663505331894456
2021-06-04,FlyDubai,Chennai,Dubai,Business,Rare Flyer,26.778767732529804
2021-06-05,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.15182370085942
2021-06-06,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.498198034894706
2021-06-07,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.152273758881627
