Date_of_Journey,Airline,Source,Destination,Product,Customer,Revenue
2022-07-15,FlyDubai,Chennai,Dubai,Economy,Frequent Flyer,594656.6128450072
2022-07-16,FlyDubai,Chennai,Dubai,Economy,Frequent Flyer,589260.291306818
2022-07-17,FlyDubai,Chennai,Dubai,Economy,Frequent Flyer,574167.7337148418
2022-07-18,FlyDubai,Chennai,Dubai,Economy,Frequent Flyer,575304.6297040308
2022-07-19,FlyDubai,Chennai,Dubai,Economy,Frequent Flyer,585916.0458239109
2022-07-20,FlyDubai,Chennai,Dubai,Economy,Frequent Flyer,597931.0539574358
2022-07-21,FlyDubai,Chennai,Dubai,Economy,Frequent Flyer,596874.7477375024
2022-07-22,FlyDubai,Chennai,Dubai,Economy,Frequent Flyer,594949.5895421604
2022-07-23,FlyDubai,Chennai,Dubai,Economy,Frequent Flyer,589553.2680039601
2022-07-24,FlyDubai,Chennai,Dubai,Economy,Frequent Flyer,574460.7104119898
2022-07-25,FlyDubai,Chennai,Dubai,Economy,Frequent Flyer,575597.6064011931
2022-07-26,FlyDubai,Chennai,Dubai,Economy,Frequent Flyer,586209.0225210744
2022-07-27,FlyDubai,Chennai,Dubai,Economy,Frequent Flyer,598224.0306545779
2022-07-28,FlyDubai,Chennai,Dubai,Economy,Frequent Flyer,597167.7244346497
2022-07-29,FlyDubai,Chennai,Dubai,Economy,Frequent Flyer,595242.566239323
2022-07-30,FlyDubai,Chennai,Dubai,Economy,Frequent Flyer,589846.24470111
2022-07-31,FlyDubai,Chennai,Dubai,Economy,Frequent Flyer,574753.6871091379
2022-08-01,FlyDubai,Chennai,Dubai,Economy,Frequent Flyer,575890.583098356
2022-08-02,FlyDubai,Chennai,Dubai,Economy,Frequent Flyer,586501.9992182485
2022-08-03,FlyDubai,Chennai,Dubai,Economy,Frequent Flyer,598517.0073517441
2022-08-04,FlyDubai,Chennai,Dubai,Economy,Frequent Flyer,597460.7011318181
2022-08-05,FlyDubai,Chennai,Dubai,Economy,Frequent Flyer,595535.5429364751
2022-08-06,FlyDubai,Chennai,Dubai,Economy,Frequent Flyer,590139.22139826
2022-08-07,FlyDubai,Chennai,Dubai,Economy,Frequent Flyer,575046.6638063282
2022-08-08,FlyDubai,Chennai,Dubai,Economy,Frequent Flyer,576183.5597955176
2022-08-09,FlyDubai,Chennai,Dubai,Economy,Frequent Flyer,586794.975915412
2022-08-10,FlyDubai,Chennai,Dubai,Economy,Frequent Flyer,598809.9840488927
2022-08-11,FlyDubai,Chennai,Dubai,Economy,Frequent Flyer,597753.6778289651
2022-08-12,FlyDubai,Chennai,Dubai,Economy,Frequent Flyer,595828.5196336491
2022-08-13,FlyDubai,Chennai,Dubai,Economy,Frequent Flyer,590432.1980954101
2022-08-14,FlyDubai,Chennai,Dubai,Economy,Frequent Flyer,575339.6405034804
2022-08-15,FlyDubai,Chennai,Dubai,Economy,Frequent Flyer,576476.5364926805
2022-08-16,FlyDubai,Chennai,Dubai,Economy,Frequent Flyer,587087.9526125807
2022-08-17,FlyDubai,Chennai,Dubai,Economy,Frequent Flyer,599102.960746059
2022-08-18,FlyDubai,Chennai,Dubai,Economy,Frequent Flyer,598046.6545261301
2022-08-19,FlyDubai,Chennai,Dubai,Economy,Frequent Flyer,596121.496330791
2022-08-20,FlyDubai,Chennai,Dubai,Economy,Frequent Flyer,590725.1747925521
2022-08-21,FlyDubai,Chennai,Dubai,Economy,Frequent Flyer,575632.6172006244
2022-08-22,FlyDubai,Chennai,Dubai,Economy,Frequent Flyer,576769.5131898118
2022-08-23,FlyDubai,Chennai,Dubai,Economy,Frequent Flyer,587380.9293096894
2022-08-24,FlyDubai,Chennai,Dubai,Economy,Frequent Flyer,599395.9374432164
2022-08-25,FlyDubai,Chennai,Dubai,Economy,Frequent Flyer,598339.6312232879
2022-08-26,FlyDubai,Chennai,Dubai,Economy,Frequent Flyer,596414.4730279536
2022-08-27,FlyDubai,Chennai,Dubai,Economy,Frequent Flyer,591018.1514897101
2022-08-28,FlyDubai,Chennai,Dubai,Economy,Frequent Flyer,575925.5938977764
2022-08-29,FlyDubai,Chennai,Dubai,Economy,Frequent Flyer,577062.4898869741
2022-08-30,FlyDubai,Chennai,Dubai,Economy,Frequent Flyer,587673.9060068582
2022-08-31,FlyDubai,Chennai,Dubai,Economy,Frequent Flyer,599688.9141403827
2022-09-01,FlyDubai,Chennai,Dubai,Economy,Frequent Flyer,598632.6079204457
2022-09-02,FlyDubai,Chennai,Dubai,Economy,Frequent Flyer,596707.4497251163
2022-09-03,FlyDubai,Chennai,Dubai,Economy,Frequent Flyer,591311.1281868988
2022-09-04,FlyDubai,Chennai,Dubai,Economy,Frequent Flyer,576218.5705949246
2022-09-05,FlyDubai,Chennai,Dubai,Economy,Frequent Flyer,577355.4665841364
2022-09-06,FlyDubai,Chennai,Dubai,Economy,Frequent Flyer,587966.8827040218
2022-09-07,FlyDubai,Chennai,Dubai,Economy,Frequent Flyer,599981.8908375313
2022-09-08,FlyDubai,Chennai,Dubai,Economy,Frequent Flyer,598925.5846176
2022-09-09,FlyDubai,Chennai,Dubai,Economy,Frequent Flyer,597000.4264222581
2022-09-10,FlyDubai,Chennai,Dubai,Economy,Frequent Flyer,591604.1048840487
2022-09-11,FlyDubai,Chennai,Dubai,Economy,Frequent Flyer,576511.5472920727
2022-09-12,FlyDubai,Chennai,Dubai,Economy,Frequent Flyer,577648.4432812987
2022-09-13,FlyDubai,Chennai,Dubai,Economy,Frequent Flyer,588259.8594011958
2022-09-14,FlyDubai,Chennai,Dubai,Economy,Frequent Flyer,600274.8675346823
2022-09-15,FlyDubai,Chennai,Dubai,Economy,Frequent Flyer,599218.5613147578
2022-09-16,FlyDubai,Chennai,Dubai,Economy,Frequent Flyer,597293.4031194209
2022-09-17,FlyDubai,Chennai,Dubai,Economy,Frequent Flyer,591897.0815811909
2022-09-18,FlyDubai,Chennai,Dubai,Economy,Frequent Flyer,576804.5239892631
2022-09-19,FlyDubai,Chennai,Dubai,Economy,Frequent Flyer,577941.4199784299
2022-09-20,FlyDubai,Chennai,Dubai,Economy,Frequent Flyer,588552.8360983593
2022-09-21,FlyDubai,Chennai,Dubai,Economy,Frequent Flyer,600567.8442318398
2022-09-22,FlyDubai,Chennai,Dubai,Economy,Frequent Flyer,599511.5380119156
2022-09-23,FlyDubai,Chennai,Dubai,Economy,Frequent Flyer,597586.3798165731
2022-09-24,FlyDubai,Chennai,Dubai,Economy,Frequent Flyer,592190.0582783489
2022-09-25,FlyDubai,Chennai,Dubai,Economy,Frequent Flyer,577097.5006864152
2022-09-26,FlyDubai,Chennai,Dubai,Economy,Frequent Flyer,578234.3966755915
2022-09-27,FlyDubai,Chennai,Dubai,Economy,Frequent Flyer,588845.8127955229
2022-09-28,FlyDubai,Chennai,Dubai,Economy,Frequent Flyer,600860.8209289971
2022-09-29,FlyDubai,Chennai,Dubai,Economy,Frequent Flyer,599804.5147090734
2022-09-30,FlyDubai,Chennai,Dubai,Economy,Frequent Flyer,597879.3565137367
2022-10-01,FlyDubai,Chennai,Dubai,Economy,Frequent Flyer,592483.0349754909
2022-10-02,FlyDubai,Chennai,Dubai,Economy,Frequent Flyer,577390.4773835591
2022-10-03,FlyDubai,Chennai,Dubai,Economy,Frequent Flyer,578527.3733727544
2022-10-04,FlyDubai,Chennai,Dubai,Economy,Frequent Flyer,589138.7894926916
2022-10-05,FlyDubai,Chennai,Dubai,Economy,Frequent Flyer,601153.7976261394
2022-10-06,FlyDubai,Chennai,Dubai,Economy,Frequent Flyer,600097.4914062206
2022-10-07,FlyDubai,Chennai,Dubai,Economy,Frequent Flyer,598172.3332108889
2022-10-08,FlyDubai,Chennai,Dubai,Economy,Frequent Flyer,592776.0116726329
2022-10-09,FlyDubai,Chennai,Dubai,Economy,Frequent Flyer,577683.4540807112
2022-10-10,FlyDubai,Chennai,Dubai,Economy,Frequent Flyer,578820.3500699167
2022-10-11,FlyDubai,Chennai,Dubai,Economy,Frequent Flyer,589431.7661898003
2022-10-12,FlyDubai,Chennai,Dubai,Economy,Frequent Flyer,601446.7743233056
2022-10-13,FlyDubai,Chennai,Dubai,Economy,Frequent Flyer,600390.468103389
2022-10-14,FlyDubai,Chennai,Dubai,Economy,Frequent Flyer,598465.3099080515
2022-10-15,FlyDubai,Chennai,Dubai,Economy,Frequent Flyer,593068.9883698376
2022-10-16,FlyDubai,Chennai,Dubai,Economy,Frequent Flyer,577976.4307779017
2022-10-17,FlyDubai,Chennai,Dubai,Economy,Frequent Flyer,579113.3267670791
2022-10-18,FlyDubai,Chennai,Dubai,Economy,Frequent Flyer,589724.7428869692
2022-10-19,FlyDubai,Chennai,Dubai,Economy,Frequent Flyer,601739.7510204542
2022-10-20,FlyDubai,Chennai,Dubai,Economy,Frequent Flyer,600683.4448005361
2022-10-21,FlyDubai,Chennai,Dubai,Economy,Frequent Flyer,598758.2866052038
2022-10-22,FlyDubai,Chennai,Dubai,Economy,Frequent Flyer,593361.9650669796
2022-10-23,FlyDubai,Chennai,Dubai,Economy,Frequent Flyer,578269.4074750538
2022-10-24,FlyDubai,Chennai,Dubai,Economy,Frequent Flyer,579406.3034642413
2022-10-25,FlyDubai,Chennai,Dubai,Economy,Frequent Flyer,590017.7195841325
2022-10-26,FlyDubai,Chennai,Dubai,Economy,Frequent Flyer,602032.7277176204
2022-10-27,FlyDubai,Chennai,Dubai,Economy,Frequent Flyer,600976.4214977011
2022-10-28,FlyDubai,Chennai,Dubai,Economy,Frequent Flyer,599051.2633023561
2022-10-29,FlyDubai,Chennai,Dubai,Economy,Frequent Flyer,593654.9417641297
2022-10-30,FlyDubai,Chennai,Dubai,Economy,Frequent Flyer,578562.3841721978
2022-10-31,FlyDubai,Chennai,Dubai,Economy,Frequent Flyer,579699.2801614042
2022-11-01,FlyDubai,Chennai,Dubai,Economy,Frequent Flyer,590310.6962812465
2022-11-02,FlyDubai,Chennai,Dubai,Economy,Frequent Flyer,602325.7044147868
2022-11-03,FlyDubai,Chennai,Dubai,Economy,Frequent Flyer,601269.3981948588
2022-11-04,FlyDubai,Chennai,Dubai,Economy,Frequent Flyer,599344.2399995084
2022-11-05,FlyDubai,Chennai,Dubai,Economy,Frequent Flyer,593947.9184612796
2022-11-06,FlyDubai,Chennai,Dubai,Economy,Frequent Flyer,578855.36086935
2022-11-07,FlyDubai,Chennai,Dubai,Economy,Frequent Flyer,579992.2568585348
2022-11-08,FlyDubai,Chennai,Dubai,Economy,Frequent Flyer,590603.67297841
2022-11-09,FlyDubai,Chennai,Dubai,Economy,Frequent Flyer,602618.6811119441
2022-11-10,FlyDubai,Chennai,Dubai,Economy,Frequent Flyer,601562.3748920166
2022-11-11,FlyDubai,Chennai,Dubai,Economy,Frequent Flyer,599637.216696671
2022-11-12,FlyDubai,Chennai,Dubai,Economy,Frequent Flyer,594240.8951584764
2022-11-13,FlyDubai,Chennai,Dubai,Economy,Frequent Flyer,579148.337566502
2022-11-14,FlyDubai,Chennai,Dubai,Economy,Frequent Flyer,580285.233555697
2022-11-15,FlyDubai,Chennai,Dubai,Economy,Frequent Flyer,590896.6496755789
2022-11-16,FlyDubai,Chennai,Dubai,Economy,Frequent Flyer,602911.6578091017
2022-11-17,FlyDubai,Chennai,Dubai,Economy,Frequent Flyer,601855.3515891639
2022-11-18,FlyDubai,Chennai,Dubai,Economy,Frequent Flyer,599930.1933938242
2022-11-19,FlyDubai,Chennai,Dubai,Economy,Frequent Flyer,594533.8718556184
2022-11-20,FlyDubai,Chennai,Dubai,Economy,Frequent Flyer,579441.3142636461
2022-11-21,FlyDubai,Chennai,Dubai,Economy,Frequent Flyer,580578.2102528594
2022-11-22,FlyDubai,Chennai,Dubai,Economy,Frequent Flyer,591189.6263727477
2022-11-23,FlyDubai,Chennai,Dubai,Economy,Frequent Flyer,603204.6345062437
2022-11-24,FlyDubai,Chennai,Dubai,Economy,Frequent Flyer,602148.328286311
2022-11-25,FlyDubai,Chennai,Dubai,Economy,Frequent Flyer,600223.1700909868
2022-11-26,FlyDubai,Chennai,Dubai,Economy,Frequent Flyer,594826.8485527685
2022-11-27,FlyDubai,Chennai,Dubai,Economy,Frequent Flyer,579734.2909607983
2022-11-28,FlyDubai,Chennai,Dubai,Economy,Frequent Flyer,580871.1869499907
2022-11-29,FlyDubai,Chennai,Dubai,Economy,Frequent Flyer,591482.6030699164
2022-11-30,FlyDubai,Chennai,Dubai,Economy,Frequent Flyer,603497.61120341
2022-12-01,FlyDubai,Chennai,Dubai,Economy,Frequent Flyer,602441.3049834794
2022-12-02,FlyDubai,Chennai,Dubai,Economy,Frequent Flyer,600516.146788139
2022-12-03,FlyDubai,Chennai,Dubai,Economy,Frequent Flyer,595119.8252499184
2022-12-04,FlyDubai,Chennai,Dubai,Economy,Frequent Flyer,580027.2676579886
2022-12-05,FlyDubai,Chennai,Dubai,Economy,Frequent Flyer,581164.1636471523
2022-12-06,FlyDubai,Chennai,Dubai,Economy,Frequent Flyer,591775.5797670799
2022-12-07,FlyDubai,Chennai,Dubai,Economy,Frequent Flyer,603790.5879005586
2022-12-08,FlyDubai,Chennai,Dubai,Economy,Frequent Flyer,602734.2816806267
2022-12-09,FlyDubai,Chennai,Dubai,Economy,Frequent Flyer,600809.1234853026
2022-12-10,FlyDubai,Chennai,Dubai,Economy,Frequent Flyer,595412.8019470684
2022-12-11,FlyDubai,Chennai,Dubai,Economy,Frequent Flyer,580320.2443551366
2022-12-12,FlyDubai,Chennai,Dubai,Economy,Frequent Flyer,581457.1403443151
2022-12-13,FlyDubai,Chennai,Dubai,Economy,Frequent Flyer,592068.5564642487
2022-12-14,FlyDubai,Chennai,Dubai,Economy,Frequent Flyer,604083.5645977249
2022-12-15,FlyDubai,Chennai,Dubai,Economy,Frequent Flyer,603027.2583777915
2022-12-16,FlyDubai,Chennai,Dubai,Economy,Frequent Flyer,601102.1001824548
2022-12-17,FlyDubai,Chennai,Dubai,Economy,Frequent Flyer,595705.7786442104
2022-12-18,FlyDubai,Chennai,Dubai,Economy,Frequent Flyer,580613.2210522847
2022-12-19,FlyDubai,Chennai,Dubai,Economy,Frequent Flyer,581750.1170414782
2022-12-20,FlyDubai,Chennai,Dubai,Economy,Frequent Flyer,592361.5331613575
2022-12-21,FlyDubai,Chennai,Dubai,Economy,Frequent Flyer,604376.5412948824
2022-12-22,FlyDubai,Chennai,Dubai,Economy,Frequent Flyer,603320.2350749493
2022-12-23,FlyDubai,Chennai,Dubai,Economy,Frequent Flyer,601395.0768796174
2022-12-24,FlyDubai,Chennai,Dubai,Economy,Frequent Flyer,595998.7553413684
2022-12-25,FlyDubai,Chennai,Dubai,Economy,Frequent Flyer,580906.197749437
2022-12-26,FlyDubai,Chennai,Dubai,Economy,Frequent Flyer,582043.0937386397
2022-12-27,FlyDubai,Chennai,Dubai,Economy,Frequent Flyer,592654.5098585263
2022-12-28,FlyDubai,Chennai,Dubai,Economy,Frequent Flyer,604669.5179920399
2022-12-29,FlyDubai,Chennai,Dubai,Economy,Frequent Flyer,603613.2117721072
2022-12-30,FlyDubai,Chennai,Dubai,Economy,Frequent Flyer,601688.05357678
2022-12-31,FlyDubai,Chennai,Dubai,Economy,Frequent Flyer,596291.7320385572
2021-01-01,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,474778.27856914396
2021-01-02,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,460219.9436423367
2021-01-03,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,476560.40840894234
2021-01-04,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,466453.64058016817
2021-01-05,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,473656.1706262338
2021-01-06,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,470666.3523750987
2021-01-07,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,479626.10919246933
2021-01-08,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,474883.4033295919
2021-01-09,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,460325.0684027769
2021-01-10,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,476665.5331693581
2021-01-11,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,466558.76534062764
2021-01-12,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,473761.29538670165
2021-01-13,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,470771.4771355202
2021-01-14,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,479731.2339538924
2021-01-15,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,474988.5280920139
2021-01-16,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,460430.19316620723
2021-01-17,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,476770.65793377114
2021-01-18,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,466663.8901059997
2021-01-19,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,473866.42015303497
2021-01-20,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,470876.60190289246
2021-01-21,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,479836.35872123775
2021-01-22,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,475093.6528594171
2021-01-23,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,460535.31793352775
2021-01-24,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,476875.78270112415
2021-01-25,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,466769.01488066604
2021-01-26,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,473971.54493503267
2021-01-27,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,470981.7266921173
2021-01-28,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,479941.4835178243
2021-01-29,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,475198.7776632841
2021-01-30,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,460640.442744768
2021-01-31,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,476980.9075196598
2021-02-01,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,466874.1396991942
2021-02-02,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,474076.6697535583
2021-02-03,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,471086.85151070287
2021-02-04,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,480046.6083363877
2021-02-05,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,475303.90248185507
2021-02-06,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,460745.56757594313
2021-02-07,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,477086.03236341657
2021-02-08,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,466979.264555596
2021-02-09,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,474181.79462257744
2021-02-10,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,471191.9763923287
2021-02-11,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,480151.73323060654
2021-02-12,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,475409.0273887148
2021-02-13,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,460850.69248283666
2021-02-14,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,477191.1572703243
2021-02-15,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,467084.3894624862
2021-02-16,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,474286.91952947027
2021-02-17,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,471297.10129920364
2021-02-18,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,480256.8581417439
2021-02-19,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,475514.152304017
2021-02-20,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,460955.8174023316
2021-02-21,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,477296.2821940232
2021-02-22,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,467189.51439039846
2021-02-23,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,474392.0444615992
2021-02-24,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,471402.22623556445
2021-02-25,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,480361.9830780366
2021-02-26,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,475619.27724032156
2021-02-27,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,461060.9423386284
2021-02-28,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,477401.40713034465
2021-03-01,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,467294.6393402267
2021-03-02,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,474497.16942493926
2021-03-03,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,471507.3512124088
2021-03-04,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,480467.1080684635
2021-03-05,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,475724.4022442822
2021-03-06,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,461166.06735608645
2021-03-07,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,477506.53216129926
2021-03-08,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,467399.7643711844
2021-03-09,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,474602.29445588967
2021-03-10,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,471612.47624338267
2021-03-11,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,480572.23309936444
2021-03-12,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,475829.5272751995
2021-03-13,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,461271.1923944664
2021-03-14,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,477611.65720716934
2021-03-15,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,467504.8894245152
2021-03-16,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,474707.41951667087
2021-03-17,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,471717.60131160816
2021-03-18,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,480677.3581751037
2021-03-19,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,475934.65235836233
2021-03-20,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,461376.3174776504
2021-03-21,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,477716.78229033854
2021-03-22,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,467610.0145076897
2021-03-23,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,474812.54459985363
2021-03-24,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,471822.7264512029
2021-03-25,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,480782.48337113456
2021-03-26,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,476039.77761077596
2021-03-27,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,461481.4427864732
2021-03-28,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,477821.90765556437
2021-03-29,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,467715.1399293429
2021-03-30,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,474917.67007789796
2021-03-31,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,471927.8519292578
2021-04-01,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,480887.60884915787
2021-04-02,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,476144.903088903
2021-04-03,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,461586.5682645467
2021-04-04,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,477927.03313365194
2021-04-05,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,467820.26629085664
2021-04-06,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,475022.797322847
2021-04-07,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,472032.98005762574
2021-04-08,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,480992.73786097043
2021-04-09,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,476250.0329840622
2021-04-10,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,461691.6990431637
2021-04-11,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,478032.1647956963
2021-04-12,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,467925.39795289416
2021-04-13,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,475127.928984892
2021-04-14,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,472138.11171968933
2021-04-15,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,481097.86952300713
2021-04-16,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,476355.1646461525
2021-04-17,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,461796.8309381801
2021-04-18,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,478137.29692362703
2021-04-19,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,468030.53031377133
2021-04-20,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,475233.06157871836
2021-04-21,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,472243.2445464857
2021-04-22,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,481203.00258272316
2021-04-23,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,476460.29793878534
2021-04-24,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,461901.9642308469
2021-04-25,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,478242.4302162973
2021-04-26,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,468135.66360644466
2021-04-27,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,475338.1948713843
2021-04-28,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,472348.40054876904
2021-04-29,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,481308.18129465764
2021-04-30,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,476565.4993603237
2021-05-01,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,462007.1883620544
2021-05-02,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,478347.6770571541
2021-05-03,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,468240.93315692915
2021-05-04,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,475443.4871315251
2021-05-05,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,472453.6928089092
2021-05-06,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,481413.4735548127
2021-05-07,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,476670.7916204863
2021-05-08,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,462112.4806221676
2021-05-09,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,478452.96931728127
2021-05-10,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,468346.2254474369
2021-05-11,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,475548.7794524166
2021-05-12,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,472558.9851601298
2021-05-13,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,481518.765936423
2021-05-14,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,476776.08403244225
2021-05-15,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,462217.77306456165
2021-05-16,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,478558.2617900359
2021-05-17,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,468451.517920174
2021-05-18,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,475654.0719251279
2021-05-19,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,472664.27763289295
2021-05-20,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,481624.0584091593
2021-05-21,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,476881.3765052363
2021-05-22,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,462323.1739820784
2021-05-23,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,478663.7711523904
2021-05-24,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,468557.13572734676
