Date_of_Journey,Airline,Source,Destination,Product,Customer,Revenue
2021-01-10,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,574283.127114189
2021-01-11,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,595011.5476659008
2021-01-12,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,581390.4777834547
2021-01-13,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,584548.8794436736
2021-01-14,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,583490.4770994568
2021-01-15,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,576251.4248866293
2021-01-16,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,571161.1655286099
2021-01-17,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,573968.1428086564
2021-01-18,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,594696.5633678357
2021-01-19,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,581075.4934928579
2021-01-20,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,584233.8951605198
2021-01-21,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,583175.492816315
2021-01-22,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,575936.4406035149
2021-01-23,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,570846.1812454936
2021-01-24,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,573653.158525531
2021-01-25,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,594381.579085075
2021-01-26,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,580760.5092104633
2021-01-27,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,583918.9108785428
2021-01-28,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,582860.5085347174
2021-01-29,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,575621.456322312
2021-01-30,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,570531.1969646394
2021-01-31,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,573338.1742450924
2021-02-01,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,594066.5948046304
2021-02-02,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,580445.5249300476
2021-02-03,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,583603.9265980646
2021-02-04,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,582545.5242542446
2021-02-05,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,575306.4720418146
2021-02-06,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,570216.21268017
2021-02-07,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,573023.189956583
2021-02-08,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,593751.6105121791
2021-02-09,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,580130.5406335884
2021-02-10,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,583288.9422976279
2021-02-11,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,582230.5399498248
2021-02-12,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,574991.4877333681
2021-02-13,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,569901.2283717132
2021-02-14,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,572708.2056481288
2021-02-15,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,593436.6262037184
2021-02-16,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,579815.5563251228
2021-02-17,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,582973.957989187
2021-02-18,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,581915.5556383748
2021-02-19,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,574676.5034189651
2021-02-20,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,569586.2440543716
2021-02-21,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,572393.2213278434
2021-02-22,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,593121.6418804508
2021-02-23,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,579500.5719989074
2021-02-24,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,582658.973659962
2021-02-25,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,581600.5713091884
2021-02-26,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,574361.5190897541
2021-02-27,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,569271.2597251836
2021-02-28,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,572078.2369986428
2021-03-01,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,592806.6575797325
2021-03-02,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,579185.5877266848
2021-03-03,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,582343.9894162513
2021-03-04,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,581285.5870939175
2021-03-05,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,574046.5349030308
2021-03-06,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,568956.2755668927
2021-03-07,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,571763.252868883
2021-03-08,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,592491.6734499513
2021-03-09,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,578870.6035968983
2021-03-10,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,582029.005286463
2021-03-11,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,580970.6029641745
2021-03-12,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,573731.5507732637
2021-03-13,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,568641.2914454852
2021-03-14,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,571448.2687558093
2021-03-15,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,592176.6893451995
2021-03-16,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,578555.6195004839
2021-03-17,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,581714.0211983825
2021-03-18,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,580655.6188844236
2021-03-19,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,573416.5667018645
2021-03-20,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,568326.3073740818
2021-03-21,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,571133.2846844356
2021-03-22,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,591861.7052738064
2021-03-23,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,578240.6354290843
2021-03-24,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,581399.037126919
2021-03-25,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,580340.6348128624
2021-03-26,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,573101.5826302349
2021-03-27,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,568011.3233023987
2021-03-28,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,570818.3006126119
2021-03-29,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,591546.7212019658
2021-03-30,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,577925.6513571764
2021-03-31,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,581084.0530550213
2021-04-01,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,580025.6507409837
2021-04-02,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,572786.5985583505
2021-04-03,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,567696.3392304851
2021-04-04,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,570503.3165407011
2021-04-05,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,591231.7371439175
2021-04-06,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,577610.6673129756
2021-04-07,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,580769.0690247011
2021-04-08,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,579710.6667245105
2021-04-09,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,572471.6145557872
2021-04-10,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,567381.3552417795
2021-04-11,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,570188.3325658812
2021-04-12,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,590916.7531690758
2021-04-13,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,577295.6833381632
2021-04-14,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,580454.0850498527
2021-04-15,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,579395.6827496743
2021-04-16,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,572156.6305808931
2021-04-17,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,567066.3712677903
2021-04-18,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,569873.3485927156
2021-04-19,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,590601.769196861
2021-04-20,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,576980.699366819
2021-04-21,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,580139.1010793825
2021-04-22,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,579080.6987800918
2021-04-23,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,571841.646612195
2021-04-24,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,566751.3872990829
2021-04-25,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,569558.3646240251
2021-04-26,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,590286.785228149
2021-04-27,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,576665.7153981014
2021-04-28,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,579824.1171113261
2021-04-29,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,578765.7148126579
2021-04-30,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,571526.6626454063
2021-05-01,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,566436.4033329204
2021-05-02,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,569243.3806585015
2021-05-03,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,589971.801263256
2021-05-04,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,576350.7314338251
2021-05-05,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,579509.1331470286
2021-05-06,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,578450.7308483733
2021-05-07,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,571211.678681097
2021-05-08,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,566121.4193686673
2021-05-09,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,568928.3966942512
2021-05-10,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,589656.8173036573
2021-05-11,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,576035.7474788912
2021-05-12,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,579194.149196805
2021-05-13,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,578135.7469028065
2021-05-14,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,570896.6947402101
2021-05-15,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,565806.4354324143
2021-05-16,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,568613.4127626991
2021-05-17,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,589341.8333720986
2021-05-18,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,575720.7635473417
2021-05-19,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,578879.1652652395
2021-05-20,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,577820.7629712533
2021-05-21,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,570581.7108086841
2021-05-22,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,565491.4515128842
2021-05-23,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,568298.4288551554
2021-05-24,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,589026.8494765309
2021-05-25,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,575405.7796637502
2021-05-26,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,578564.1813936499
2021-05-27,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,577505.77911168
2021-05-28,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,570266.7269611165
2021-05-29,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,565176.467665279
2021-05-30,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,567983.4450075799
2021-05-31,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,588711.8656289489
2021-06-01,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,575090.7958161976
2021-06-02,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,578249.1975677684
2021-06-03,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,577190.7953074847
2021-06-04,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,569951.7431786035
2021-06-05,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,564861.4839045026
2021-06-06,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,567668.4612684738
2021-06-07,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,588396.8819116104
2021-06-08,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,574775.8121205607
2021-06-09,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,577934.2138721561
2021-06-10,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,576875.8116118915
2021-06-11,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,569636.759482986
2021-06-12,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,564546.5002089016
2021-06-13,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,567353.4775728484
2021-06-14,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,588082.0000506087
2021-06-15,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,574461.0320941833
2021-06-16,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,577619.535680433
2021-06-17,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,576561.2352547508
2021-06-18,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,569322.2849605354
2021-06-19,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,564232.1275210249
2021-06-20,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,567039.2067196465
2021-06-21,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,587767.7291973853
2021-06-22,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,574146.7612409744
2021-06-23,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,577305.2648271762
2021-06-24,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,576246.9644015325
2021-06-25,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,569008.0141072925
2021-06-26,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,563925.7827245521
2021-06-27,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,566740.7879799079
2021-06-28,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,587477.2365143892
2021-06-29,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,573864.194614748
2021-06-30,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,577030.6242577072
2021-07-01,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,575980.2498887962
2021-07-02,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,568749.2256512787
2021-07-03,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,563666.9942685354
2021-07-04,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,566481.999523935
2021-07-05,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,587218.448058395
2021-07-06,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,573605.4061587339
2021-07-07,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,576771.8727704125
2021-07-08,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,575721.5353702204
2021-07-09,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,568490.5481014185
2021-07-10,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,563408.3536873985
2021-07-11,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,566223.3959114957
2021-07-12,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,586959.8814146412
2021-07-13,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,573346.8764836813
2021-07-14,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,576513.3430953507
2021-07-15,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,575463.0056951451
2021-07-16,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,568232.0184263185
2021-07-17,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,563149.8240123276
2021-07-18,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,565964.8662364393
2021-07-19,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,586701.3656209188
2021-07-20,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,573088.3745712908
2021-07-21,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,576254.8550643112
2021-07-22,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,575204.531545423
2021-07-23,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,567973.5581579766
2021-07-24,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,562891.3776253136
2021-07-25,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,565706.4337307151
2021-07-26,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,586442.9331152393
2021-07-27,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,572829.9420656206
2021-07-28,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,575996.4225586513
2021-07-29,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,574946.0990397822
2021-07-30,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,567715.1256523298
2021-07-31,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,562635.0427761351
2021-08-01,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,565452.1965380365
2021-08-02,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,586190.7935790522
2021-08-03,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,572579.9001859104
2021-08-04,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,575748.4783354246
2021-08-05,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,574700.2524730581
2021-08-06,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,567471.3767421115
2021-08-07,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,562391.2938659398
2021-08-08,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,565208.4476278591
2021-08-09,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,585947.044668853
2021-08-10,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,572336.1512757405
2021-08-11,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,575504.7328245929
2021-08-12,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,574456.5103615598
2021-08-13,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,567227.6380299366
2021-08-14,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,562147.5585531085
2021-08-15,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,564964.7157143235
2021-08-16,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,585703.3161547402
2021-08-17,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,572092.4261609705
2021-08-18,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,575261.0077098137
2021-08-19,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,574212.7852468003
2021-08-20,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,566983.9129151858
2021-08-21,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,561903.8334383755
2021-08-22,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,564720.9905995801
2021-08-23,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,585461.3817243818
2021-08-24,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,571852.2824150118
2021-08-25,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,575022.6546482852
2021-08-26,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,573976.2228696635
2021-08-27,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,566749.1412224633
2021-08-28,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,561670.8524300213
2021-08-29,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,564489.8002756612
2021-08-30,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,585230.1914004565
2021-08-31,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,571621.092091067
2021-09-01,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,574791.4643243268
2021-09-02,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,573745.0325457104
2021-09-03,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,566517.9551839087
2021-09-04,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,561439.6706769462
2021-09-05,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,564258.6228080118
2021-09-06,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,584999.0182182108
2021-09-07,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,571389.9231942667
2021-09-08,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,574560.29971296
2021-09-09,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,573513.8722197857
2021-09-10,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,566286.7948579596
2021-09-11,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,561208.5103509608
2021-09-12,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,564027.4624820551
2021-09-13,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,584767.8578922474
2021-09-14,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,571158.7628683182
2021-09-15,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,574329.1495787181
2021-09-16,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,573282.732277251
2021-09-17,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,566055.6651072135
2021-09-18,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,560977.3907919411
2021-09-19,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,563796.3531147544
2021-09-20,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,584536.758716654
2021-09-21,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,570927.6738844328
2021-09-22,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,574098.0605948379
2021-09-23,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,573051.6432933904
2021-09-24,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,565824.5761233284
2021-09-25,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,560746.3018080518
2021-09-26,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,563565.2641308797
2021-09-27,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,584305.6828968287
2021-09-28,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,570696.6112286432
2021-09-29,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,573867.0111030875
2021-09-30,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,572820.6069656598
2021-10-01,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,565593.5529596473
2021-10-02,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,560515.2918084073
2021-10-03,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,563334.2672952544
2021-10-04,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,584074.6860612488
2021-10-05,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,570465.6143930577
2021-10-06,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,573636.0142675266
2021-10-07,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,572589.6101301179
2021-10-08,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,565362.5561242838
2021-10-09,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,560284.2949731596
2021-10-10,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,563103.2704601332
2021-10-11,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,583843.6892262589
2021-10-12,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,570234.6175582267
2021-10-13,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,573405.0174328184
2021-10-14,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,572358.6132955662
2021-10-15,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,565131.5592897073
2021-10-16,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,560053.2981386124
2021-10-17,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,562872.2736256308
2021-10-18,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,583612.6923917354
2021-10-19,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,570003.6207237176
2021-10-20,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,573174.020606127
2021-10-21,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,572127.6164766734
2021-10-22,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,564900.5624786363
2021-10-23,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,559822.3013353437
2021-10-24,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,562641.2768301625
2021-10-25,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,583381.6956040887
2021-10-26,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,569772.6239438931
2021-10-27,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,572943.0238263129
2021-10-28,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,571896.6196968451
2021-10-29,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,564669.5656987834
2021-10-30,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,559591.304555515
2021-10-31,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,562410.2800503505
2021-11-01,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,583150.6988242558
2021-11-02,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,569541.6271640399
2021-11-03,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,572712.0270464723
2021-11-04,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,571665.6229170166
2021-11-05,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,564438.5689189638
2021-11-06,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,559360.307775685
2021-11-07,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,562179.2832705386
2021-11-08,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,582919.702044422
2021-11-09,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,569310.6303842011
2021-11-10,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,572481.0302666243
2021-11-11,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,571434.6261371552
2021-11-12,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,564207.5721390775
2021-11-13,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,559129.3109958281
2021-11-14,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,561948.2864906295
2021-11-15,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,582688.7052645752
2021-11-16,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,569079.6336043623
